date,rets,vix,vixann,c,rv,jump
1997-06-16,0.000705025292608698,0.000129250297619048,19.77,1.57032919715963e-05,1.5703e-05,0.0
1997-06-17,0.000581551416586922,0.000134533366402116,20.17,0.000107288929641533,0.00010729,0.0
1997-06-18,-0.00601073871038785,0.000138294477513228,20.45,3.99976222023062e-05,3.9998e-05,0.0
1997-06-19,0.0099942075827285,0.000133601190476191,20.1,2.49742627676093e-05,5.7553e-05,3.25782418344926e-05
1997-06-20,0.000790342281593259,0.000134933862433862,20.2,1.09535149221999e-05,1.0954e-05,0.0
1997-06-23,-0.0225967798943666,0.00014848416005291,21.19,0.000139365216269691,0.00013937,0.0
1997-06-24,0.0199673105123197,0.000142244576719577,20.74,0.00012126413473033,0.00012126,0.0
1997-06-25,-0.00823381842556804,0.00015286044973545,21.5,0.000189034596031676,0.00018903,0.0
1997-06-26,-0.00599098070383555,0.000157444576719577,21.82,9.18112424488554e-05,9.1811e-05,0.0
1997-06-27,0.0040881376884146,0.000148904894179894,21.22,2.11798650925198e-05,7.2103e-05,5.09230184978692e-05
1997-06-30,-0.00243731925401639,0.000153287334656085,21.53,0.000113901244732364,0.0001139,0.0
1997-07-01,0.00663227235038081,0.000145833333333333,21.0,7.68241783861463e-05,7.6824e-05,0.0
1997-07-02,0.0144844487445903,0.00012833664021164,19.7,6.71257906697684e-05,6.7126e-05,0.0
1997-07-03,0.0141576817652289,0.000105010714285714,17.82,1.26571170140791e-05,0.00018102,0.000168366442976461
1997-07-07,-0.0051609631698755,0.000121017493386243,19.13,5.89126769386462e-05,5.8913e-05,0.0
1997-07-08,0.00715478624944636,0.000116381481481482,18.76,4.26055485472903e-05,4.2606e-05,0.0
1997-07-09,-0.0122764082244228,0.000137619047619048,20.4,7.45585670410671e-05,7.4559e-05,0.0
1997-07-10,0.00685219995976098,0.000131219047619048,19.92,6.30634024511942e-05,6.3063e-05,0.0
1997-07-11,0.00316860507888389,0.000120133465608466,19.06,1.7823714077783e-05,1.7824e-05,0.0
1997-07-14,0.00185280098342659,0.00012677791005291,19.58,7.47362187925078e-05,7.4736e-05,0.0
1997-07-15,0.00800377346307503,0.000119378306878307,19.0,4.72960312928731e-05,4.7296e-05,0.0
1997-07-16,0.0116305979881659,0.000123944973544974,19.36,5.29007022686024e-05,5.2901e-05,0.0
1997-07-17,-0.00533134760266606,0.000139514417989418,20.54,7.5040143369897e-05,7.504e-05,0.0
1997-07-18,-0.0176623917825366,0.00016415291005291,22.28,3.95027321371376e-05,0.0002231,0.000183598925941908
1997-07-21,-0.002581719370364,0.000182777810846561,23.51,7.65885558303262e-05,7.6589e-05,0.0
1997-07-22,0.0227848637029743,0.000156723842592593,21.77,0.000163460740799206,0.00016346,0.0
1997-07-23,0.00275856344807299,0.000150029761904762,21.3,0.00010851840399327,0.00010852,0.0
1997-07-24,0.00396411507790049,0.000145278306878307,20.96,0.000101358310543539,0.00010136,0.0
1997-07-25,-0.00158589122521833,0.000143344047619048,20.82,7.43736585999529e-05,7.4374e-05,0.0
1997-07-28,-0.00249568184823622,0.000157733333333333,21.84,2.40230482601334e-05,2.4023e-05,0.0
1997-07-29,0.00621695264900731,0.000160344047619048,22.02,3.58173656203107e-05,3.5817e-05,0.0
1997-07-30,0.0105565274274195,0.000151300297619048,21.39,4.38866694412961e-05,4.3887e-05,0.0
1997-07-31,0.00209799823096792,0.00015257619047619,21.48,6.24234990713928e-05,6.2423e-05,0.0
1997-08-01,-0.00752069095446446,0.000164300297619048,22.29,6.17115696484686e-05,0.00022523,0.000163514795805332
1997-08-04,0.00333080668847639,0.000159181084656085,21.94,4.33013406267627e-05,4.3301e-05,0.0
1997-08-05,0.00217589052931005,0.00014087619047619,20.64,1.87789798064916e-05,1.8779e-05,0.0
1997-08-06,0.0083129475054228,0.000132937334656085,20.05,4.43570887839701e-05,4.4357e-05,0.0
1997-08-07,-0.00955272996685736,0.000129250297619048,19.77,6.80718729573636e-05,6.8072e-05,0.0
1997-08-08,-0.0187300207302186,0.000166816005291005,22.46,0.000214725709452751,0.00021473,0.0
1997-08-11,0.00369947068349588,0.000171452678571429,22.77,5.72710817501563e-05,5.7271e-05,0.0
1997-08-12,-0.0112368571127794,0.000186528604497355,23.75,7.16159425270695e-05,7.1616e-05,0.0
1997-08-13,-0.00487950983034684,0.000198819576719577,24.52,0.000440579960800983,0.00044058,0.0
1997-08-14,0.00297814265027996,0.000176611144179894,23.11,5.98458750924574e-05,5.9846e-05,0.0
1997-08-15,-0.0262506993784292,0.000197686011904762,24.45,0.00025296043739322,0.00025296,0.0
1997-08-18,0.012882767925341,0.000196394477513228,24.37,0.000138234473004244,0.00013823,0.0
1997-08-19,0.0147079072314504,0.000169500529100529,22.64,0.00010961986967545,0.00010962,0.0
1997-08-20,0.0143031129893697,0.000147086011904762,21.09,5.99160798414481e-05,5.9916e-05,0.0
1997-08-21,-0.0153403566076965,0.000187787334656085,23.83,8.04528786136994e-05,8.0453e-05,0.0
1997-08-22,-0.00163367792299754,0.000202403306878307,24.74,0.000385884812553806,0.00038588,0.0
1997-08-25,-0.00366654421716993,0.000192066798941799,24.1,4.35008769338619e-05,4.3501e-05,0.0
1997-08-26,-0.00778978180536585,0.000202239715608466,24.73,5.68881603157952e-05,5.6888e-05,0.0
1997-08-27,0.000744503844496801,0.000194625529100529,24.26,0.000112980709720072,0.00011298,0.0
1997-08-28,-0.0110380405050569,0.000198657440476191,24.51,0.000249630850174612,0.00024963,0.0
1997-08-29,-0.0046585485272616,0.000202730687830688,24.76,9.34966695621189e-05,9.3497e-05,0.0
1997-09-02,0.0307733431589981,0.000198981779100529,24.53,0.000228568762557395,0.00022857,0.0
1997-09-03,0.000301815205153959,0.000205854001322751,24.95,8.62456119746732e-05,8.6246e-05,0.0
1997-09-04,0.00323877338952323,0.000211168287037037,25.27,2.72818751030142e-05,2.7282e-05,0.0
1997-09-05,-0.0019570740471681,0.000195428604497355,24.31,8.14244223965294e-05,8.1424e-05,0.0
1997-09-08,0.00231151829840988,0.000196878306878307,24.4,4.77232030605019e-05,4.7723e-05,0.0
1997-09-09,0.00259542621644367,0.00018873416005291,23.89,5.1134970466274e-05,5.1135e-05,0.0
1997-09-10,-0.0157507371922849,0.00020077037037037,24.64,8.43956710919689e-05,8.4396e-05,0.0
1997-09-11,-0.00703205527133155,0.000223373048941799,25.99,9.76561133766247e-05,9.7656e-05,0.0
1997-09-12,0.0123279535703398,0.000209500297619048,25.17,0.000107404143445186,0.0001074,0.0
1997-09-15,-0.00449102551246383,0.000219096428571429,25.74,3.1784304895712e-05,3.1784e-05,0.0
1997-09-16,0.0277383081537204,0.00018684289021164,23.77,7.92637766622607e-05,0.00018437,0.000105106267784142
1997-09-17,-0.00279566430813955,0.000192066798941799,24.1,3.01442248735919e-05,3.0144e-05,0.0
1997-09-18,0.00453899387435663,0.00018231164021164,23.48,0.000126715174432444,0.00012672,0.0
1997-09-19,0.00339340614386424,0.00017100119047619,22.74,6.32358868843149e-05,6.3236e-05,0.0
1997-09-22,0.005162818271739,0.000161219047619048,22.08,5.09906680672917e-05,5.0991e-05,0.0
1997-09-23,-0.00366999824723652,0.00016005291005291,22.0,2.75521344857578e-05,2.7552e-05,0.0
1997-09-24,-0.00785699118380159,0.000169500529100529,22.64,8.09684957395574e-05,8.0968e-05,0.0
1997-09-25,-0.00698051591682993,0.000174325925925926,22.96,3.99939260695964e-05,3.9994e-05,0.0
1997-09-26,0.00776370905629745,0.000163858333333333,22.26,6.74019805525841e-05,6.7402e-05,0.0
1997-09-29,0.00855390349648387,0.000163416964285714,22.23,4.58181529360899e-05,4.5818e-05,0.0
1997-09-30,-0.00637688810562931,0.000173567493386243,22.91,7.58855674264542e-05,7.5886e-05,0.0
1997-10-01,0.00854584769856331,0.000164742857142857,22.32,7.6847104066397e-05,7.6847e-05,0.0
1997-10-02,0.0052717686435959,0.000164005588624339,22.27,2.12909622579211e-05,2.1291e-05,0.0
1997-10-03,0.00474685257380247,0.000153429761904762,21.54,8.97951172398059e-05,0.00028953,0.000199732369245704
1997-10-06,0.00790624022181079,0.000154428604497354,21.61,1.46461927374738e-05,4.9362e-05,3.47160977901465e-05
1997-10-07,0.010665758815868,0.000136138921957672,20.29,2.90195523675169e-05,2.902e-05,0.0
1997-10-08,-0.00948416887500087,0.000146389417989418,21.04,7.81281505082644e-05,7.8128e-05,0.0
1997-10-09,-0.00331197653168324,0.000164595271164021,22.31,9.0806062474291e-05,9.0806e-05,0.0
1997-10-10,-0.00375722985351754,0.000128988921957672,19.75,6.05526158024318e-05,6.0553e-05,0.0
1997-10-13,0.00115757500988576,0.00013573664021164,20.26,1.35922106883343e-05,4.0847e-05,2.72544213011273e-05
1997-10-14,0.00224930191099452,0.00013214289021164,19.99,8.32767066821797e-05,8.3277e-05,0.0
1997-10-15,-0.00471075251306685,0.000132937334656085,20.05,7.31109097847581e-05,7.3111e-05,0.0
1997-10-16,-0.0109008507969442,0.000139378604497355,20.53,0.000122974798116934,0.00012297,0.0
1997-10-17,-0.0116774430181507,0.000155574107142857,21.69,0.000145385291167953,0.00014539,0.0
1997-10-20,0.0120542367175941,0.00014197037037037,20.72,7.33091418422451e-05,7.3309e-05,0.0
1997-10-21,0.017293948794609,0.00012613125,19.53,5.89288145581351e-05,5.8929e-05,0.0
1997-10-22,-0.00390567127254139,0.000130429761904762,19.86,3.07003066819661e-05,3.07e-05,0.0
1997-10-23,-0.0185501208041236,0.000174781779100529,22.99,0.000451427197897383,0.00045143,0.0
1997-10-24,-0.00956500081701448,0.000177529398148148,23.17,0.000269013643040465,0.00026901,0.0
1997-10-27,-0.0711274461287601,0.000320256084656085,31.12,0.00100515798911791,0.0010052,0.0
1997-10-28,0.0498869307177777,0.000322317592592593,31.22,0.0016997773609216,0.0016998,0.0
1997-10-29,-0.00292231102966424,0.000376674107142857,33.75,0.00032033206284182,0.00032033,0.0
1997-10-30,-0.0169848940619678,0.00048255291005291,38.2,0.000230198383290627,0.0002302,0.0
1997-10-31,0.0120333630431497,0.000407178604497355,35.09,0.000212888033736068,0.00021289,0.0
1997-11-03,0.0262961510563747,0.000340531779100529,32.09,7.5233887415043e-05,0.00035667,0.000281434411372964
1997-11-04,0.00188322970939399,0.000343722751322751,32.24,5.46191676449609e-05,5.4619e-05,0.0
1997-11-05,0.00212368411450095,0.000342444576719577,32.18,6.91806912586909e-05,6.9181e-05,0.0
1997-11-06,-0.00502981191097504,0.000350795271164021,32.57,5.66965958859465e-05,5.6697e-05,0.0
1997-11-07,-0.0112783553425845,0.000435024107142857,36.27,0.0003141293083982,0.00031413,0.0
1997-11-10,-0.00690239887726487,0.000443702678571429,36.63,0.000140949113952354,0.00014095,0.0
1997-11-11,0.0028727708370553,0.000437666798941799,36.38,3.40932038987077e-05,3.4093e-05,0.0
1997-11-12,-0.0194787930964585,0.000466767493386243,37.57,0.000202406311549891,0.00020241,0.0
1997-11-13,0.0117414742808289,0.000443944973544974,36.64,0.000161863287842064,0.00016186,0.0
1997-11-14,0.0126721876146922,0.000374667857142857,33.66,0.000101086786082135,0.00010109,0.0
1997-11-17,0.0190451463435675,0.000329793783068783,31.58,4.36913234814192e-05,0.00017222,0.000128533442859677
1997-11-18,-0.00845884168942179,0.000329167493386243,31.55,3.81335527040058e-05,3.8134e-05,0.0
1997-11-19,0.0067558494067167,0.000296231779100529,29.93,6.41986391643519e-05,6.4199e-05,0.0
1997-11-20,0.0151192486942744,0.000246819576719577,27.32,2.50320238881116e-05,9.2344e-05,6.73121107746808e-05
1997-11-21,0.00427664576651213,0.000234861937830688,26.65,5.92356552346686e-05,5.9236e-05,0.0
1997-11-24,-0.0171963017674259,0.000293664021164021,29.8,0.000103042099269547,0.00010304,0.0
1997-11-25,0.0043742065750685,0.000277150297619048,28.95,6.39656101986431e-05,6.3966e-05,0.0
1997-11-26,0.000862041830871065,0.000262789715608466,28.19,4.95403321292659e-05,4.954e-05,0.0
1997-11-28,0.0039432889422183,0.000248811144179894,27.43,2.77741053761258e-05,2.7774e-05,0.0
1997-12-01,0.0200714447779116,0.000223716964285714,26.01,2.95532766432553e-05,8.2222e-05,5.26689561080181e-05
1997-12-02,-0.00317501358450799,0.00021773664021164,25.66,3.08627194171311e-05,3.0863e-05,0.0
1997-12-03,0.00522467764487774,0.000189208465608466,23.92,7.89781201398355e-05,7.8978e-05,0.0
1997-12-04,-0.00376435796619956,0.000187944973544974,23.84,4.71025533856744e-05,4.7103e-05,0.0
1997-12-05,0.01092560781402,0.000169650297619048,22.65,7.73845694718488e-05,7.7385e-05,0.0
1997-12-08,-0.00144444017464651,0.000178296428571429,23.22,1.77939205680836e-05,1.7794e-05,0.0
1997-12-09,-0.00673086829890542,0.00018045291005291,23.36,5.59445211988557e-05,5.5945e-05,0.0
1997-12-10,-0.00615759795473578,0.000199306382275132,24.55,6.47037672769492e-05,6.4704e-05,0.0
1997-12-11,-0.0154310419317891,0.000252452678571429,27.63,0.000101432956185933,0.00025146,0.000150027556407489
1997-12-12,-0.00162445734317757,0.000257779894179894,27.92,5.61932425897421e-05,5.6193e-05,0.0
1997-12-15,0.0104342602990349,0.000247723842592593,27.37,3.59064564749153e-05,3.5906e-05,0.0
1997-12-16,0.00481509449913932,0.000225440509259259,26.11,6.89975942838489e-05,6.8998e-05,0.0
1997-12-17,-0.00258587841524666,0.000229255588624339,26.33,9.56869941560643e-05,9.5687e-05,0.0
1997-12-18,-0.0106621030456739,0.000244476223544974,27.19,0.000100495902487422,0.0001005,0.0
1997-12-19,-0.00895867364462644,0.000281571560846561,29.18,0.00038682311117756,0.00038682,0.0
1997-12-22,0.00728240295353055,0.000269733333333333,28.56,0.000141815817515963,0.00014182,0.0
1997-12-23,-0.0153952418048302,0.000294847751322751,29.86,3.92019674582336e-05,0.00011984,8.0639649712654e-05
1997-12-24,-0.00687030904721862,0.000303000297619048,30.27,4.52989861165273e-05,4.5299e-05,0.0
1997-12-26,0.00402320301275747,0.000283311144179894,29.27,6.91052580597705e-05,6.9105e-05,0.0
1997-12-29,0.0178857780369754,0.000237336011904762,26.79,1.31928747065224e-05,0.00015137,0.00013817296850932
1997-12-30,0.0181690893525078,0.000196555687830688,24.38,1.57111227925218e-05,7.3675e-05,5.79642654375147e-05
1997-12-31,-0.000422403896517501,0.000190634953703704,24.01,3.82669288203698e-05,3.8267e-05,0.0
1998-01-02,0.00473922355880316,0.000181381084656085,23.42,4.51007292802326e-05,4.5101e-05,0.0
1998-01-05,0.00207980158059035,0.000196233333333333,24.36,5.80495433693232e-05,5.805e-05,0.0
1998-01-06,-0.0107942292631578,0.00021773664021164,25.66,8.93603456973263e-05,8.936e-05,0.0
1998-01-07,-0.00267277350423113,0.000207838921957672,25.07,7.92270662614943e-05,7.9227e-05,0.0
1998-01-08,-0.00828108167157725,0.000223716964285714,26.01,5.32119991597514e-05,5.3212e-05,0.0
1998-01-09,-0.0301125876846117,0.000272194477513228,28.69,0.000207023661239184,0.00020702,0.0
1998-01-12,0.0123414711222474,0.000259629761904762,28.02,0.000173032100050983,0.00017303,0.0
1998-01-13,0.0136519808912425,0.000209500297619048,25.17,7.47460096270044e-05,7.4746e-05,0.0
1998-01-14,0.00609406826147646,0.000186528604497355,23.75,2.10659869630693e-05,2.1066e-05,0.0
1998-01-15,-0.00755503496640577,0.000181846064814815,23.45,3.9787326784035e-05,3.9787e-05,0.0
1998-01-16,0.0112748548278497,0.000155000826719577,21.65,9.00653188537356e-05,9.0065e-05,0.0
1998-01-20,0.0176180134642562,0.000155000826719577,21.65,3.87052972680226e-05,3.8705e-05,0.0
1998-01-21,-0.00799220427277013,0.00016785744047619,22.53,0.000109031745853368,0.00010903,0.0
1998-01-22,-0.00803582678279243,0.000177376190476191,23.16,0.000106610393551943,0.00010661,0.0
1998-01-23,-0.00567523638382399,0.00017983544973545,23.32,0.00010405760194045,0.00010406,0.0
1998-01-26,-0.00066856793155435,0.000190000297619048,23.97,5.27621560357275e-05,5.2762e-05,0.0
1998-01-27,0.0125341080285668,0.000164005588624339,22.27,7.46718959385946e-05,7.4672e-05,0.0
1998-01-28,0.00867211879348399,0.000160927116402116,22.06,4.79388031497686e-05,4.7939e-05,0.0
1998-01-29,0.00818160910172461,0.000155000826719577,21.65,9.88819194640302e-05,9.8882e-05,0.0
1998-01-30,-0.00530073426607944,0.00015243416005291,21.47,5.39343946627709e-05,5.3934e-05,0.0
1998-02-02,0.0211862280725034,0.00015087619047619,21.36,9.84885359591434e-05,0.00034505,0.000246566051272702
1998-02-03,0.00471287744540292,0.000141286011904762,20.67,2.83098878361379e-05,2.831e-05,0.0
1998-02-04,0.000894232261884588,0.000139650297619048,20.55,4.96262579855951e-05,4.9626e-05,0.0
1998-02-05,-0.00334255499129353,0.000149888921957672,21.29,9.89259052127275e-05,9.8926e-05,0.0
1998-02-06,0.00884926409718961,0.000139107175925926,20.51,4.14022744611032e-05,4.1402e-05,0.0
1998-02-09,-0.00170027719886161,0.000153572255291005,21.55,4.27782671731422e-05,4.2778e-05,0.0
1998-02-10,0.00814883188865763,0.000141149338624339,20.66,4.17462404046301e-05,4.1746e-05,0.0
1998-02-11,0.000980863434565946,0.000137349338624339,20.38,1.40084651661911e-05,1.4008e-05,0.0
1998-02-12,0.00404080485246949,0.000128727810846561,19.73,9.96332475960167e-05,9.9633e-05,0.0
1998-02-13,-0.0039623773243668,0.000130167195767196,19.84,3.45951931773504e-05,3.4595e-05,0.0
1998-02-17,0.00261399664227671,0.000142519047619048,20.76,5.81261138480408e-05,5.8126e-05,0.0
1998-02-18,0.00907132809467457,0.000127816005291005,19.66,2.14857099522125e-05,2.1486e-05,0.0
1998-02-19,-0.00368867994785338,0.000130692592592593,19.88,2.66001427854044e-05,2.66e-05,0.0
1998-02-20,0.00575034675595717,0.000119378306878307,19.0,3.56830885198796e-05,3.5683e-05,0.0
1998-02-23,0.00379280016521878,0.000119252678571429,18.99,3.16027911160629e-05,3.1603e-05,0.0
1998-02-24,-0.00732830659162318,0.000123816964285714,19.35,4.54822775900756e-05,4.5482e-05,0.0
1998-02-25,0.0119029503285867,0.000114650925925926,18.62,2.34541991399038e-05,6.609e-05,4.26356733808524e-05
1998-02-26,0.00551740045743676,0.000114774107142857,18.63,3.59969040108994e-05,3.5997e-05,0.0
1998-02-27,0.000638700504550946,0.000113790509259259,18.55,2.27140264178773e-05,2.2714e-05,0.0
1998-03-02,-0.00156410973023554,0.000121777810846561,19.19,3.49062592909696e-05,3.4906e-05,0.0
1998-03-03,0.00411484016486547,0.000119881481481481,19.04,3.64500147824095e-05,3.645e-05,0.0
1998-03-04,-0.00446805706757998,0.00012677791005291,19.58,2.50279900789359e-05,2.5028e-05,0.0
1998-03-05,-0.0117943337448423,0.000144862731481481,20.93,5.06662769494194e-05,0.00017496,0.000124297421923424
1998-03-06,0.0197448468514344,0.000121144047619048,19.14,3.46245017852901e-05,8.3211e-05,4.85869041448374e-05
1998-03-09,-0.00320683386774062,0.000135334953703704,20.23,4.40240385002069e-05,4.4024e-05,0.0
1998-03-10,0.0112825780132055,0.00012484289021164,19.43,6.14255440832268e-05,6.1426e-05,0.0
1998-03-11,0.00395739291368371,0.000118000033068783,18.89,2.05427419162496e-05,2.0543e-05,0.0
1998-03-12,0.00135616068372304,0.000110139715608466,18.25,4.10221001458469e-05,4.1022e-05,0.0
1998-03-13,-0.00122514078722863,0.000115761937830688,18.71,5.18862787805911e-05,5.1886e-05,0.0
1998-03-16,0.00992614813298062,0.000113300297619048,18.51,8.24212739482951e-06,2.7373e-05,1.913121019713e-05
1998-03-17,0.00109273435206125,0.000115144047619048,18.66,2.42281206930213e-05,2.4228e-05,0.0
1998-03-18,0.00468151383421578,0.000110623048941799,18.29,1.71182025261724e-05,1.7118e-05,0.0
1998-03-19,0.00388000082209176,0.000104304761904762,17.76,1.06860306342523e-05,1.0686e-05,0.0
1998-03-20,0.00860711604426779,0.000115514583333333,18.69,3.78932067123484e-05,3.7893e-05,0.0
1998-03-23,-0.00328973145036757,0.000132010714285714,19.98,2.32604103352361e-05,2.326e-05,0.0
1998-03-24,0.00917687704971835,0.000139107175925926,20.51,3.82163580119424e-05,3.8216e-05,0.0
1998-03-25,-0.00337020947922709,0.000168006481481481,22.54,0.000111661632793362,0.00011166,0.0
1998-03-26,-0.00102599964510128,0.000172055588624339,22.81,3.52964435204005e-05,3.5296e-05,0.0
1998-03-27,-0.00488107915510091,0.000182156382275132,23.47,6.43693107070517e-05,6.4369e-05,0.0
1998-03-30,-0.00172682421541692,0.000201096428571429,24.66,1.11235594160007e-05,1.1124e-05,0.0
1998-03-31,0.00747053991353503,0.000193984259259259,24.22,2.95090534226974e-05,8.8963e-05,5.94539283806818e-05
1998-04-01,0.00579213348358656,0.000180607440476191,23.37,6.69400856689332e-05,6.694e-05,0.0
1998-04-02,0.0106456556150264,0.000159762037037037,21.98,1.85811197945914e-05,1.8581e-05,0.0
1998-04-03,0.00239888464402443,0.000157444576719577,21.82,3.32295407568814e-05,3.323e-05,0.0
1998-04-06,-0.00117642878349989,0.000166964583333333,22.47,8.96531073282834e-05,8.9653e-05,0.0
1998-04-07,-0.0106055419792476,0.000185117592592593,23.66,0.000103039709110665,0.00010304,0.0
1998-04-08,-0.00714547179178847,0.000177529398148148,23.17,4.68736607744503e-05,4.6874e-05,0.0
1998-04-09,0.00815438090440239,0.000153002678571429,21.51,4.12664477316897e-05,4.1266e-05,0.0
1998-04-13,-0.000882739793220122,0.000171452678571429,22.77,4.4110069731036e-05,4.411e-05,0.0
1998-04-14,0.00544612748799921,0.000154428604497354,21.61,1.01593374761558e-05,1.0159e-05,0.0
1998-04-15,0.00319453353675738,0.000144309556878307,20.89,2.46360018101689e-05,2.4636e-05,0.0
1998-04-16,-0.0100113519051371,0.000160927116402116,22.06,4.25467853213532e-05,4.2547e-05,0.0
1998-04-17,0.013044306362979,0.000142519047619048,20.76,2.30644863296775e-05,2.3064e-05,0.0
1998-04-20,0.000828002558023024,0.00013748416005291,20.39,2.42549255364206e-05,2.4255e-05,0.0
1998-04-21,0.00268406432245819,0.000131087334656085,19.91,5.21262460808189e-05,5.2126e-05,0.0
1998-04-22,0.00342901528169832,0.000130561144179894,19.87,1.67858448025396e-05,1.6786e-05,0.0
1998-04-23,-0.00974177970710112,0.000140330687830688,20.6,5.85382754137324e-05,5.8538e-05,0.0
1998-04-24,-0.0104872834324298,0.00015961669973545,21.97,6.05992593251348e-05,6.0599e-05,0.0
1998-04-27,-0.0194679960453213,0.000225095271164021,26.09,4.38060832868567e-05,0.00028597,0.000242160924828696
1998-04-28,-0.00131697115712412,0.00019318416005291,24.17,9.59742877666521e-05,9.5974e-05,0.0
1998-04-29,0.00873504228212639,0.000171603306878307,22.78,5.91716850792699e-05,5.9172e-05,0.0
1998-04-30,0.0155189437844975,0.000148344047619048,21.18,0.000169205516030541,0.00016921,0.0
1998-05-01,0.00828579368135399,0.000123689021164021,19.34,2.28219510367753e-05,2.2822e-05,0.0
1998-05-04,0.00095404965619472,0.000136541798941799,20.32,8.02394278167962e-05,8.0239e-05,0.0
1998-05-05,-0.0058724588557675,0.000152292195767196,21.46,5.31078604085303e-05,5.3108e-05,0.0
1998-05-06,-0.00952980073165462,0.000171754001322751,22.79,4.15298931247919e-05,4.153e-05,0.0
1998-05-07,-0.00889072518166366,0.00018091669973545,23.39,4.70131839886679e-05,4.7013e-05,0.0
1998-05-08,0.0118007251566061,0.000139922255291005,20.57,9.40813721306491e-05,9.4081e-05,0.0
1998-05-11,-0.00135453654931518,0.000146528604497355,21.05,6.85536635309993e-05,6.8554e-05,0.0
1998-05-12,0.00823427662510542,0.000145555687830688,20.98,4.51149963467267e-05,4.5115e-05,0.0
1998-05-13,0.00274763558625618,0.000138159259259259,20.44,5.55869541366684e-05,5.5587e-05,0.0
1998-05-14,-0.0013326001533814,0.000127556084656085,19.64,5.71287733258483e-05,5.7129e-05,0.0
1998-05-15,-0.00776249349489783,0.000138159259259259,20.44,2.23426202408382e-05,2.2343e-05,0.0
1998-05-18,-0.00262807493612111,0.000155574107142857,21.69,7.17635109592099e-05,7.1764e-05,0.0
1998-05-19,0.00334034815455857,0.00013748416005291,20.39,4.21968489426017e-05,4.2197e-05,0.0
1998-05-20,0.00856155782933104,0.000130824107142857,19.89,6.35282118324991e-05,6.3528e-05,0.0
1998-05-21,-0.00395756437207436,0.00012420119047619,19.38,2.52342836854864e-05,2.5234e-05,0.0
1998-05-22,-0.00374813369393403,0.000119252678571429,18.99,2.7851770758417e-05,2.7852e-05,0.0
1998-05-26,-0.0149243637609321,0.000161073048941799,22.07,7.23755003255369e-05,7.2376e-05,0.0
1998-05-27,-0.0016375075128462,0.000168752678571429,22.59,0.000206327860795954,0.00020633,0.0
1998-05-28,0.00490450013399677,0.000142244576719577,20.74,3.06023003374222e-05,3.0602e-05,0.0
1998-05-29,-0.00619627100142437,0.00015031164021164,21.32,8.61890726412992e-05,8.6189e-05,0.0
1998-06-01,0.000146667889162011,0.00017235744047619,22.83,5.82712989854262e-05,5.8271e-05,0.0
1998-06-02,0.00205109494121863,0.00016005291005291,22.0,7.52800909877645e-05,7.528e-05,0.0
1998-06-03,-0.00964184036108643,0.000172659556878307,22.85,2.42870191896651e-05,7.5838e-05,5.15506583417903e-05
1998-06-04,0.0111134706168521,0.000148904894179894,21.22,7.21171758156405e-05,7.2117e-05,0.0
1998-06-05,0.0172323602837909,0.000129381084656085,19.78,7.3718065531412e-05,7.3718e-05,0.0
1998-06-08,0.00166847606409368,0.000140058333333333,20.58,1.63954125261439e-05,1.6395e-05,0.0
1998-06-09,0.0024080973801233,0.000139242857142857,20.52,1.9821555724728e-05,1.9822e-05,0.0
1998-06-10,-0.00549607110860891,0.00015257619047619,21.48,8.45412774185695e-05,8.4541e-05,0.0
1998-06-11,-0.0160412346475586,0.000183711937830688,23.57,7.76532474587539e-05,7.7653e-05,0.0
1998-06-12,0.00388434987945806,0.000171603306878307,22.78,0.000168164755463821,0.00016816,0.0
1998-06-15,-0.0200663947432904,0.000226997354497355,26.2,0.000171822617355649,0.00017182,0.0
1998-06-16,0.00977555599487248,0.000203386243386243,24.8,7.29989400953343e-05,7.2999e-05,0.0
1998-06-17,0.0177887772731181,0.000168752678571429,22.59,0.000151502358213405,0.0001515,0.0
1998-06-18,-0.000668630416872235,0.000161365112433862,22.09,2.6509075348988e-05,2.6509e-05,0.0
1998-06-19,-0.00518347165612859,0.000154428604497354,21.61,3.47492834837219e-05,3.4749e-05,0.0
1998-06-22,0.00235039062052621,0.000159181084656085,21.94,7.81850939594658e-06,3.2542e-05,2.47239620171194e-05
1998-06-23,0.0146219194598692,0.000134533366402116,20.17,1.50775206697093e-05,6.9469e-05,5.43917378375072e-05
1998-06-24,0.0118898384750675,0.000132539814814815,20.02,7.38652438253504e-05,7.3865e-05,0.0
1998-06-25,-0.00318280142789819,0.000135602678571429,20.25,6.17350695878374e-05,6.1735e-05,0.0
1998-06-26,0.00346522746945632,0.000123944973544974,19.36,4.50893070130032e-05,4.5089e-05,0.0
1998-06-29,0.0046573340218133,0.000126648445767196,19.57,2.61261736517639e-05,7.2545e-05,4.64189793558419e-05
1998-06-30,-0.00409272111952508,0.000128466964285714,19.71,5.42167783335499e-05,5.4217e-05,0.0
1998-07-01,0.0128988819607885,0.000107142857142857,18.0,6.37288587023582e-05,6.3729e-05,0.0
1998-07-02,-0.0018649405399993,0.000103250297619048,17.67,1.48282663599478e-05,1.4828e-05,0.0
1998-07-06,0.00945430333912775,0.000114774107142857,18.63,2.94393773190027e-05,2.9439e-05,0.0
1998-07-07,-0.00229241829307388,0.000114650925925926,18.62,2.31331452839021e-05,2.3133e-05,0.0
1998-07-08,0.0100904334335224,0.000105010714285714,17.82,2.26884977971266e-05,2.2688e-05,0.0
